apellido_paterno,apellido_materno,nombre,fecha_nacimiento,sexo,producto,saldo,telefono,estado,municipio,colonia,calle,numero
ESTRELLA,MONTAÑEZ,IVANA,1988-10-19,MUJER,credito,19679,4096658563,Ciudad de Mexico,Maravatío,San Cayetano,Rinconada de La Alameda,69
TELLO,BALTAZAR,EMIR,1983-09-10,HOMBRE,credito,24754,5342590891,Zacatecas,Marcos Castellanos,Colinas del Rio,Bosques de La Alameda,SN
CALIXTO,BEJARANO,MARIA ISABELLA,1963-05-12,MUJER,credito avio,157150,0686785843,Nuevo León,Lázaro Cárdenas,Olivares Santana,Nueva Alameda,SN
NIÑO,BARRANCO,CRISTOBAL,1973-05-26,HOMBRE,credito nomina,4187,5572565715,Nayarit,Morelia,Las Brisas,Héroes,100
PERALES,TORRES,JOHANA,1981-05-14,MUJER,prestamo personal,2153,6996808721,Quintana Roo,Morelos,Ramon Romo Franco,La Hacienda,65
VILCHIS,MEZA,LUIS SANTIAGO,1967-07-31,HOMBRE,credito nomina,3175,1770482737,Puebla,Múgica,Colinas de San Ignacio,La Mancha,74
HILARIO,ARCOS,KEILY,1966-03-13,MUJER,credito departamental,5479,0776452795,Guerrero,Nahuatzen,La Fundición,Ojocaliente,22
MARCOS,EK,MATEO ALEXANDER,1998-10-03,HOMBRE,credito avio,120511,0981513911,San Luis Potosí,Nocupétaro,Fundición II,Ojocaliente INEGI,20
FABIAN,SILVA,ANGELA SOFIA,1962-05-31,MUJER,credito refaccionario,96830,7986821247,Jalisco,Nuevo Parangaricutiro,Los Sauces,Solidaridad 1a Sección,97
GASTELUM,MENDOZA,IKER DANIEL,1971-07-01,HOMBRE,credito avio,137516,8331386204,Nuevo León,Nuevo Urecho,Línea de Fuego,Sol Naciente,93
SERVIN,CALVA,NATHALIA,1990-08-06,MUJER,credito hipotecario,127358,5053040657,Veracruz,Numarán,Buenos Aires,Pintores Mexicanos,72
PUC,PIÑA,JUAN JESUS,1968-04-26,HOMBRE,debito,5571,7303953970,Chiapas,Ocampo,Circunvalación Norte,Progreso,89
OLIVA,VILCHIS,ANA LAURA,1992-05-18,MUJER,credito departamental,5871,9801364862,Tlaxcala,Pajacuarán,Las Arboledas,Santa Regina,76
QUIÑONES,REA,AXEL DANIEL,1968-04-25,HOMBRE,credito nomina,1706,7611322623,Sinaloa,Panindícuaro,Villas de San Francisco,Cerro Alto,66
SARABIA,SILVANO,CITLALI,1992-07-25,MUJER,credito,20043,3657054963,Veracruz,Parácuaro,Villas de La Universidad,Santa Margarita,4
SEGOVIA,LEDEZMA,FELIPE,1967-07-09,HOMBRE,prestamo personal,2800,6816361513,Tamaulipas,Paracho,El Sol,Del Trabajo,9
MOSQUEDA,MACHUCA,LEILANI,1961-03-07,MUJER,credito avio,132202,2484686781,Puebla,Pátzcuaro,Gremial,Ferronales,SN
DZIB,VILLALOBOS,GIOVANNI,1959-02-24,HOMBRE,credito refaccionario,52858,7121474283,Baja California Sur,Penjamillo,Industrial,Luis Gómez Zepeda ferronales,60
DORANTES,HERRERA,CRISTAL,2001-11-26,MUJER,credito nomina,1122,2105978199,Michoacán,Peribán,Altavista,Lomas de Santa Anita,85
LANDA,ACUÑA,IKER MATEO,1986-10-24,HOMBRE,credito refaccionario,65631,7349837692,Jalisco,La Piedad,Curtidores,Alameda,SN
CARLOS,GALINDO,VANIA,1987-03-15,MUJER,credito,21473,8402747313,Baja California,Purépero,La Concordia,Rinconada de La Alameda,83
ASCENCIO,MONSIVAIS,JAIME,1960-09-06,HOMBRE,debito,7001,5184603586,Hidalgo,Puruándiro,Miravalle,Bosques de La Alameda,28
PANTOJA,GATICA,FATIMA GUADALUPE,1960-01-31,MUJER,credito departamental,2894,6047663261,Nayarit,Queréndaro,Panorama,Nueva Alameda,3
SALDIVAR,ALAMILLA,ABEL,1958-08-04,HOMBRE,credito refaccionario,60141,9260995215,Baja California Sur,Quiroga,Residencial Guadalupe,Héroes,SN
VILLASEÑOR,SARABIA,LUZ ELENA,1972-07-10,MUJER,credito,19839,7324756863,Sinaloa,Cojumatlán de Régules,Colinas del Poniente,La Hacienda,SN
TAMAYO,ENCARNACION,DYLAN TADEO,2002-09-30,HOMBRE,credito,16076,1808130984,Tamaulipas,Los Reyes,Bugambilias,La Mancha,SN
ALDANA,DIEGO,MARIA LUISA,1965-05-03,MUJER,credito hipotecario,132971,9119573320,Michoacán,Sahuayo,Del Carmen,Ojocaliente,41
TUN,MONTES DE OCA,JOSE FERNANDO,2003-04-25,HOMBRE,credito nomina,1269,8739932319,Quintana Roo,San Lucas,La Fe,Ojocaliente INEGI,59
PLASCENCIA,AVILEZ,WENDY,1970-10-25,MUJER,credito avio,94285,2229747483,Zacatecas,Santa Ana Maya,México,Solidaridad 1a Sección,15
PADRON,SOLORIO,ISAI,1985-10-28,HOMBRE,prestamo personal,5784,4448098124,Tabasco,Salvador Escalante,Primavera,Sol Naciente,SN
PRECIADO,OLEA,RUBI,2000-03-30,MUJER,prestamo personal,5775,1056998344,Chiapas,Senguio,San Pablo,Bellavista,SN
BOJORQUEZ,LOERA,GAEL ALEXANDER,1961-03-01,HOMBRE,credito refaccionario,63190,3899116949,Nuevo León,Susupuato,Guadalupe,Loma Bonita,68
ARMENDARIZ,CARVAJAL,LESLY,1973-04-28,MUJER,credito hipotecario,800681,5637375973,Sinaloa,Tacámbaro,Heliodoro Garcia,Nueva Castilla,74
PAEZ,MACIAS,ANGEL MANUEL,1957-04-18,HOMBRE,debito,8576,0614391822,Querétaro,Tancítaro,Gómez,Xenia Residencial,6
VIVEROS,ZAMARRIPA,MARIAN,2001-05-06,MUJER,credito hipotecario,749536,6350198426,Colima,Tangamandapio,Moderno,Vergel de la Cantera,85
ACEVES,ORDOÑEZ,ALDO,1986-03-02,HOMBRE,credito refaccionario,99921,7635620425,Jalisco,Tangancícuaro,Valle del Rio San Pedro,Villas de La Cantera,69
PALAFOX,FELIX,VALENTINA GUADALUPE,1957-01-02,MUJER,credito,16847,0145628638,México,Tanhuato,Guadalupe Posada,Lic Manuel Gómez Morin,37
LARIOS,PEDRO,JUAN ANGEL,1979-04-08,HOMBRE,credito departamental,4638,6712885595,Ciudad de Mexico,Taretan,San Marcos,Residencial San Nicolás,30
PEÑALOZA,CORNEJO,LIA ISABELLA,1966-11-07,MUJER,debito,8222,1151331702,Veracruz,Tarímbaro,San Marcos,Villas del Mediterráneo,23
AGUAYO,QUEZADA,JAZIEL,1971-09-25,HOMBRE,prestamo personal,8141,6030459963,Tamaulipas,Tepalcatepec,San Marcos,Ex Hacienda La Cantera,19
ALVARO,VALDEZ,LESLIE,1976-09-28,MUJER,prestamo personal,3399,6593670201,Tlaxcala,Tingambato,Modelo,José Vasconcelos Calderón,22
CHAPARRO,MOO,JOSE JUAN,1968-12-28,HOMBRE,prestamo personal,8665,6518136186,Nuevo León,Tingüindín,Residencial del Valle I,Porta Canteras,27
MERAZ,HERMOSILLO,MARIA INES,1991-04-29,MUJER,credito refaccionario,92939,9813632436,Querétaro,Tiquicheo de Nicolás Romero,Residencial del Valle II,Veteranos de la Revolución,43
FIERRO,GALINDO,MATEO ALEJANDRO,2003-11-04,HOMBRE,credito departamental,4647,1554077132,Guerrero,Tlalpujahua,La Herradura,Fuentes del Lago,73
ALCARAZ,DURAN,SOFIA YAMILETH,1979-02-19,MUJER,credito hipotecario,541565,2845171757,México,Tlazazalca,Club Campestre,El Quelite,SN
OROPEZA,ROMO,LEONARDO DANIEL,1981-08-31,HOMBRE,credito hipotecario,223715,0146528915,Guanajuato,Tocumbo,Jardines del Campestre,Olinda,8
CRISTOBAL,LICONA,KARIME,1990-09-10,MUJER,credito departamental,8769,2947219575,Morelos,Tumbiscatío,Los Vergeles,Educación Álamos,43
LOZADA,FAVELA,GAEL ALEJANDRO,1958-09-07,HOMBRE,credito nomina,4010,6555959414,Baja California,Turicato,Ciudad Universitaria,Nueva España,SN
IBAÑEZ,CARO,ALEXA VALENTINA,1983-10-05,MUJER,credito avio,150788,4203836284,Jalisco,Tuxpan,Rancho San Antonio,Lic. José López Portillo,17
LOMELI,BLANCO,JUAN DAVID,1970-02-13,HOMBRE,credito departamental,7060,9548413575,Campeche,Tuzantla,Villas de Montenegro,La Barranquilla,70
CAMARGO,COLLAZO,MARIELA,1968-07-17,MUJER,credito hipotecario,183154,3538868627,Jalisco,Tzintzuntzan,Las Cavas,Barandales de San José,40
NARANJO,REA,CARLOS MATEO,1961-07-31,HOMBRE,credito nomina,2571,9164497510,Tabasco,Tzitzio,La Enramada,Canteras de San Javier,SN
EK,BAEZA,LUNA,2001-08-17,MUJER,credito refaccionario,93728,8345446154,Puebla,Uruapan,Talamantes Ponce,Capital City,SN
OVANDO,ALCOCER,CARLOS SANTIAGO,2002-07-11,HOMBRE,credito refaccionario,89959,1013769652,Ciudad de Mexico,Venustiano Carranza,Granjas del Campestre,Rinconada San José,SN
SANTOYO,ROSADO,MARTHA,1993-03-16,MUJER,credito,21581,2681071212,Sonora,Villamar,Puerto las Hadas,Canteras de San José,27
SEBASTIAN,TOLENTINO,ANGEL ANTONIO,1995-12-20,HOMBRE,debito,3507,4474565858,Yucatán,Vista Hermosa,Valle del Campestre,Circunvalación Poniente,44
TIRADO,TERRAZAS,SUSANA,1968-10-13,MUJER,debito,3039,9329766011,Querétaro,Yurécuaro,Trojes de Oriente,España,35
BUENO,NARANJO,ELISEO,1974-07-07,HOMBRE,credito nomina,4876,6767039381,Nuevo León,Zacapu,Valle de las Trojes,La Barranca de Guadalupe,SN
CENTENO,CLEMENTE,MARLEN,1977-10-19,MUJER,credito nomina,3373,2829355811,Zacatecas,Zamora,Villas de San Nicolás,Pirules INFONAVIT,SN
ELIZALDE,AGUERO,JESUS GABRIEL,1990-05-01,HOMBRE,credito nomina,1085,0277281938,Yucatán,Zináparo,San Telmo,Bellavista,34
CALVILLO,ALBA,YAMILETH GUADALUPE,1997-05-09,MUJER,credito departamental,9024,0050431027,Baja California,Zinapécuaro,La Paloma,Loma Bonita,52
POOL,CARREON,DYLAN SANTIAGO,1966-09-11,HOMBRE,credito nomina,2593,8885985123,Guanajuato,Ziracuaretiro,Barrio de Santiago,Nueva Castilla,86
DE LA LUZ,ARREOLA,ANA,1980-03-30,MUJER,credito hipotecario,342862,0324798637,Morelos,Zitácuaro,Villa de las Trojes,Xenia Residencial,21
BAHENA,TAPIA,DAVID ALEJANDRO,1993-02-27,HOMBRE,credito hipotecario,347214,7004971424,Durango,José Sixto Verduzco,Valle de Santa Teresa,Vergel de la Cantera,36
TERAN,FUENTES,PAULETTE,1976-02-01,MUJER,prestamo personal,8136,8413595237,Chihuahua,Amacuzac,La Troje,Villas de La Cantera,31
LOREDO,SERRANO,CARLOS MANUEL,1981-12-02,HOMBRE,credito departamental,2215,6264936628,Durango,Atlatlahucan,Trojes de Alonso,Lic Manuel Gómez Morin,60
BERNABE,SUAREZ,KENDRA,1979-03-21,MUJER,credito departamental,9923,5063945881,Ciudad de Mexico,Axochiapan,San Telmo Residencial,Residencial San Nicolás,42
NARVAEZ,ORTIZ,ERIK,1979-06-23,HOMBRE,debito,7606,5848475418,Guerrero,Ayala,Santa Fe,Villas del Mediterráneo,1
BARBOSA,ZARAGOZA,AMAIRANY,2003-01-05,MUJER,credito refaccionario,93222,9167172995,Chiapas,Coatlán del Río,Aguascalientes 2000,Ex Hacienda La Cantera,1
CORONEL,PRIETO,OCTAVIO,1975-06-03,HOMBRE,credito departamental,2275,9037229243,Ciudad de Mexico,Cuautla,Las Trojes,José Vasconcelos Calderón,2
COLORADO,FARIAS,MARINA,2002-10-23,MUJER,credito,20859,6239254315,Chihuahua,Cuernavaca,Misión del Campanario,Porta Canteras,16
FELICIANO,VALLES,ROMAN,1998-12-17,HOMBRE,credito departamental,2553,2247403269,Puebla,Emiliano Zapata,Trojes de Cristal,Veteranos de la Revolución,24
BRISEÑO,NOH,EMMA VALENTINA,1980-03-01,MUJER,credito hipotecario,152066,1451276967,Veracruz,Huitzilac,Trojes del Sol,Fuentes del Lago,SN
MENDIOLA,CAMARGO,JOSE PABLO,1964-07-03,HOMBRE,credito refaccionario,89982,3753130786,Baja California Sur,Jantetelco,Residencial Santa Clara,El Quelite,16
GREGORIO,BASILIO,ITZEL GUADALUPE,1979-07-11,MUJER,credito refaccionario,61157,8171434329,Querétaro,Jiutepec,Misión de Santiago,Olinda,82
DE SANTIAGO,PALOMO,ETHAN,1964-07-02,HOMBRE,credito,19086,0105855791,Tamaulipas,Jojutla,Andora Residencial,Educación Álamos,SN
SALCEDO,PARADA,LEAH,1983-09-29,MUJER,prestamo personal,3666,3037902418,Nayarit,Jonacatepec de Leandro Valle,Cadaqués Residencial,Nueva España,84
VALENTIN,ARANA,JOSE EMILIO,1994-11-01,HOMBRE,credito nomina,2090,0643187707,Chiapas,Mazatepec,Valle del Campanario,Lic. José López Portillo,19
PIMENTEL,DE DIOS,XIOMARA,1966-10-04,MUJER,credito hipotecario,378394,2926858652,Tlaxcala,Miacatlán,Las Misiones,La Barranquilla,63
ISIDRO,BARCENAS,JOSE EMMANUEL,2002-04-30,HOMBRE,credito refaccionario,84044,7558152247,México,Ocuituco,Los Jarales,Barandales de San José,SN
CANALES,ANGUIANO,INES,1966-12-30,MUJER,debito,4845,8094034570,Sinaloa,Puente de Ixtla,Cerrada El Molino,Canteras de San Javier,SN
SIMON,TUN,DANIEL ALEXANDER,1999-09-23,HOMBRE,credito refaccionario,54641,0650594332,Colima,Temixco,Valle Real,Capital City,SN
GORDILLO,MONTEJO,AMAIRANI,1985-02-08,MUJER,credito nomina,1852,4401648878,Nayarit,Tepalcingo,Terzetto,Rinconada San José,9
PICHARDO,PASCUAL,CARLOS ANTONIO,1996-10-03,HOMBRE,credito avio,99967,5576621310,Morelos,Tepoztlán,Cerrada de La Misión,Canteras de San José,59
BLAS,ALCANTAR,PATRICIA,1982-07-11,MUJER,credito avio,158322,6038788366,Sonora,Tetecala,Cerrada del Valle,Circunvalación Poniente,94
SOLORIO,OTERO,ELIEL,1961-03-09,HOMBRE,credito refaccionario,50257,0896738778,Tlaxcala,Tetela del Volcán,Cerrada de la Mezquitera,España,SN
IZQUIERDO,CANO,MARITZA,1957-04-14,MUJER,credito refaccionario,74798,3295672276,México,Tlalnepantla,Lomas del Campestre 2a Sección,La Barranca de Guadalupe,SN
ARGUELLO,RESENDIZ,VICENTE,1999-03-26,HOMBRE,credito,15092,1189476933,Michoacán,Tlaltizapán de Zapata,Villas del Campestre,Pirules INFONAVIT,53
GERONIMO,CORNEJO,SARAH,2000-06-29,MUJER,prestamo personal,7319,6787292527,Coahuila,Tlaquiltenango,Los Calicantos,Los Eucaliptos,51
LIMA,LEAL,LUIS GERARDO,1982-07-21,HOMBRE,credito refaccionario,62971,5272313193,Colima,Tlayacapan,Jardines de la Concepción,San Agustín,49
REGALADO,BARRAGAN,EVA,1995-07-13,MUJER,credito,19920,6752856287,Zacatecas,Totolapan,Los Bosques,El Edén,61
VALLES,LOREDO,ORLANDO,1974-09-24,HOMBRE,credito nomina,1789,9518398935,Oaxaca,Xochitepec,Rinconada los Bosques,Parque Industrial el Vergel,16
DIMAS,BADILLO,LIA AITANA,2002-09-20,MUJER,debito,11029,6967240844,Tlaxcala,Yautepec,La Perla Norte,Misión Juan Pablo II,33
BURGOS,VELARDE,DIEGO ARMANDO,1983-08-14,HOMBRE,credito avio,228157,3244295275,Aguascalientes,Yecapixtla,Arroyo El Molino,Las Flores,87
ALEGRIA,FABIAN,HANNAH,1966-10-08,MUJER,prestamo personal,4237,4271479136,Sonora,Zacatepec,Galerías,Vivienda Popular,11
GALAVIZ,ARREDONDO,MATEO DE JESUS,2003-04-11,HOMBRE,credito departamental,7503,1724680483,Quintana Roo,Zacualpan de Amilpas,Residencial Altaria,Las Torres,90
PEREA,ASCENCION,JACQUELINE,1998-05-10,MUJER,debito,3978,1451162612,Zacatecas,Temoac,Constitución,Las Américas,5
PORRAS,PICHARDO,MATHIAS,1981-05-17,HOMBRE,credito nomina,2187,4309316339,San Luis Potosí,Coatetelco,Libertad,Obraje,36
CORRALES,ORDUÑA,YARITZA,1970-05-19,MUJER,debito,3085,0413925799,Colima,Xoxocotla,Pozo Bravo Norte,Santa Elena,12
SEPULVEDA,LEDESMA,JOHAN,1974-03-05,HOMBRE,credito hipotecario,928557,4130817899,Chiapas,Hueyapan,Soberana Convención Revolucionaria,Agricultura,41
CAYETANO,URIAS,ALINA,1991-07-17,MUJER,credito refaccionario,95463,2209888226,Yucatán,Azcapotzalco,San Cayetano,El Dorado 1a Sección,SN
BARTOLO,VILLALOBOS,JOSE ADRIAN,1996-04-04,HOMBRE,credito,18630,1844404555,Veracruz,Coyoacán,Colinas del Rio,El Dorado 2a Sección,80
CAMARENA,CARRIZALES,MARCELA,1965-02-05,MUJER,credito,18495,2870509046,Yucatán,Cuajimalpa de Morelos,Olivares Santana,Valle Dorado,42
OLIVERA,OLIVARES,JOSE LEONARDO,1994-09-03,HOMBRE,credito refaccionario,50300,3729773741,Querétaro,Gustavo A. Madero,Las Brisas,Villa Jardín,SN
GARIBAY,PORRAS,FERNANDA GUADALUPE,1970-08-03,MUJER,credito hipotecario,501141,3898372614,Chihuahua,Iztacalco,Ramon Romo Franco,Jardines de Santa Elena,25
ZAZUETA,CEPEDA,MAURO,1985-01-24,HOMBRE,credito nomina,1677,5923532545,Veracruz,Iztapalapa,Colinas de San Ignacio,Hermanos Carreón,81
IGNACIO,VITE,FERNANDA SOFIA,1982-02-14,MUJER,prestamo personal,1157,4737174754,Chihuahua,La Magdalena Contreras,La Fundición,Montebello,96
BRITO,VALENTE,SANTIAGO GAEL,1964-10-14,HOMBRE,credito hipotecario,574680,1642079655,Tabasco,Milpa Alta,Fundición II,Santa Elena 2a Sección,SN
FARIAS,TIBURCIO,MAGALI,1986-12-11,MUJER,credito nomina,4420,5579697021,San Luis Potosí,Álvaro Obregón,Los Sauces,La Fuente,SN
PATRICIO,ROSAS,ANGEL ALEXANDER,2000-09-20,HOMBRE,debito,5805,4292343293,Guanajuato,Tláhuac,Línea de Fuego,El Encino,SN
CONDE,FELICIANO,LAURA,1997-06-28,MUJER,credito departamental,8138,1230069723,Michoacán,Tlalpan,Buenos Aires,El Laurel,70
PALOMARES,LUEVANO,ARIEL,1962-12-31,HOMBRE,credito avio,87475,6360161145,Guerrero,Xochimilco,Circunvalación Norte,La Luna,65
VICTORIA,VALTIERRA,ANDREA SOFIA,1986-09-21,MUJER,credito hipotecario,287657,4773817457,Baja California,Benito Juárez,Las Arboledas,La Salud,80
MOO,ARGUELLO,IGNACIO,1973-01-03,HOMBRE,credito nomina,2886,4493950109,Veracruz,Cuauhtémoc,Villas de San Francisco,Los Virreyes,SN
CEPEDA,ZAMORA,ANTONIA,1965-06-19,MUJER,credito,16500,9121066108,Nayarit,Miguel Hidalgo,Villas de La Universidad,El Llanito,SN
CURIEL,PRIETO,MARIO ALBERTO,1977-11-26,HOMBRE,debito,7503,3429407868,Nayarit,Venustiano Carranza,El Sol,Residencial el Encino,26
LUCERO,MENDOZA,LETICIA,1966-03-28,MUJER,credito refaccionario,94427,3667799844,Yucatán,Amealco de Bonfil,Gremial,Triana,72
RAFAEL,CAAMAL,EVAN,1974-07-27,HOMBRE,credito avio,254388,8699547238,Tamaulipas,Pinal de Amoles,Industrial,Residencial Cosío,50
BASILIO,ARANDA,PAMELA,1991-01-10,MUJER,credito refaccionario,72275,1670466954,Tamaulipas,Arroyo Seco,Altavista,Triana,4
MANDUJANO,TRUJILLO,LIAM ALEJANDRO,1973-03-13,HOMBRE,credito departamental,4499,9978724778,Hidalgo,Cadereyta de Montes,Curtidores,San Fernando INFONAVIT,87
FAJARDO,BAILON,AYLIN GUADALUPE,1962-03-07,MUJER,prestamo personal,6041,4836385926,Chihuahua,Colón,La Concordia,Jardines de Triana,86
MATEOS,BAUTISTA,ALAN MATEO,1979-05-27,HOMBRE,credito hipotecario,812789,2423052922,Puebla,Corregidora,Miravalle,Gámez,5
CARRIZALES,PATRICIO,LUNA SOFIA,1977-07-24,MUJER,credito departamental,3140,9504088097,Jalisco,Ezequiel Montes,Panorama,Jesús Gómez Portugal,46
MAURICIO,MIRELES,DARIEL,1966-02-15,HOMBRE,debito,6429,6595668626,Tlaxcala,Huimilpan,Residencial Guadalupe,Héroes de Aguascalientes,70
NEVAREZ,ROQUE,MELINA,1992-02-13,MUJER,credito refaccionario,76430,8759847539,Campeche,Jalpan de Serra,Colinas del Poniente,Jardines de La Cruz,50
MANRIQUEZ,CLEMENTE,JOSE ALEXANDER,1974-12-11,HOMBRE,credito refaccionario,76688,1979191356,San Luis Potosí,Landa de Matamoros,Bugambilias,La Huerta,68
PEDRO,RAYA,YOLANDA,1963-08-16,MUJER,credito,17558,1237398610,Guerrero,El Marqués,Del Carmen,San Luis,32
LLAMAS,VALVERDE,JUAN LUIS,1984-01-27,HOMBRE,debito,6209,8259613178,Chihuahua,Pedro Escobedo,La Fe,Villas de Kristal,4
MONTES DE OCA,QUIJANO,DAFNE,1970-11-22,MUJER,debito,2153,6008955986,Sonora,Peñamiller,México,Los Eucaliptos,SN
SANTAMARIA,ALBARRAN,DYLAN ALEJANDRO,1965-07-25,HOMBRE,debito,5335,0896481502,Tabasco,Querétaro,Primavera,San Agustín,57
ALBERTO,RUELAS,CELESTE,1990-10-29,MUJER,credito,17833,1331209762,Tamaulipas,San Joaquín,San Pablo,El Edén,46
OLMEDO,HILARIO,ANGEL SEBASTIAN,1994-12-02,HOMBRE,debito,10409,4833078069,Yucatán,San Juan del Río,Guadalupe,Parque Industrial el Vergel,SN
DUEÑAS,GAYOSSO,DAYLIN,1990-01-01,MUJER,credito hipotecario,329672,9290731459,Coahuila,Tequisquiapan,Heliodoro Garcia,Misión Juan Pablo II,55
OVIEDO,BALDERAS,YAIR,2001-01-02,HOMBRE,credito refaccionario,79677,9608964468,Morelos,Tolimán,Gómez,Las Flores,19
MADRID,GUADALUPE,LORENA,1987-02-19,MUJER,credito hipotecario,519362,4136452865,Yucatán,Acambay de Ruíz Castañeda,Moderno,Vivienda Popular,12
VICTORIANO,MALDONADO,ANDER,1979-01-31,HOMBRE,credito hipotecario,911589,2468891327,México,Acolman,Valle del Rio San Pedro,Las Torres,SN
MACIEL,VACA,MARIA TERESA,1968-06-24,MUJER,credito hipotecario,209304,1583686572,Aguascalientes,Aculco,Guadalupe Posada,Las Américas,SN
MARIANO,ALARCON,JOSE GABRIEL,2003-07-04,HOMBRE,prestamo personal,1679,7353328684,Aguascalientes,Almoloya de Alquisiras,San Marcos,Obraje,SN
BASURTO,VALLEJO,CARMEN,1964-05-20,MUJER,credito hipotecario,121939,1097245388,Ciudad de Mexico,Almoloya de Juárez,San Marcos,Santa Elena,59
MOCTEZUMA,ALBARRAN,WILLIAM,1984-03-14,HOMBRE,credito refaccionario,84175,7815666968,Tamaulipas,Almoloya del Río,San Marcos,Agricultura,66
ONOFRE,BRAVO,JUDITH,1957-11-21,MUJER,credito departamental,9715,7944157955,Puebla,Amanalco,Modelo,El Dorado 1a Sección,87
NOH,ESPINO,CARLOS DAVID,1968-11-03,HOMBRE,credito nomina,2590,6518698414,Oaxaca,Amatepec,Residencial del Valle I,El Dorado 2a Sección,SN
LERMA,ZAMUDIO,NATALIA GUADALUPE,1960-06-15,MUJER,credito,17164,4293300493,Tamaulipas,Amecameca,Residencial del Valle II,Valle Dorado,SN
MOYA,MAURICIO,RIGOBERTO,2001-06-07,HOMBRE,credito avio,219270,8687147283,Nuevo León,Apaxco,La Herradura,Villa Jardín,66
BOTELLO,CAUICH,CAMILA YAMILETH,1981-02-08,MUJER,credito departamental,7621,8355627573,Michoacán,Atenco,Club Campestre,Jardines de Santa Elena,29
TERRAZAS,VALENZUELA,ANGEL LEONARDO,1967-04-14,HOMBRE,credito,18197,1564126754,Yucatán,Atizapán,Jardines del Campestre,Hermanos Carreón,66
SAUCEDA,CRISTOBAL,CATALEYA,1957-01-17,MUJER,credito,18832,7897518351,Yucatán,Atizapán de Zaragoza,Los Vergeles,Montebello,78
GARAY,IGNACIO,ERICK DANIEL,1972-09-10,HOMBRE,credito,16582,6717561787,Baja California,Atlacomulco,Ciudad Universitaria,Santa Elena 2a Sección,71
JAVIER,VENEGAS,GALILEA,1982-11-14,MUJER,credito nomina,3006,7136255489,Quintana Roo,Atlautla,Rancho San Antonio,La Fuente,57
QUIÑONEZ,CEBALLOS,RODOLFO,2001-04-06,HOMBRE,credito nomina,2881,8441585428,Quintana Roo,Axapusco,Villas de Montenegro,El Encino,77
LOZA,SARABIA,MARIA DEL ROSARIO,1992-11-12,MUJER,credito hipotecario,671553,5605796327,Sonora,Ayapango,Las Cavas,El Laurel,3
QUEVEDO,PICAZO,AXEL URIEL,1998-06-30,HOMBRE,credito departamental,8295,2961135492,Yucatán,Calimaya,La Enramada,La Luna,42
MAYO,CANDELARIO,MAITE,1985-06-19,MUJER,credito departamental,8374,1757244443,Guerrero,Capulhuac,Talamantes Ponce,La Salud,26
GRIMALDO,PAREDES,LIAM DANIEL,1973-05-15,HOMBRE,credito refaccionario,55185,2019053339,Puebla,Coacalco de Berriozábal,Granjas del Campestre,Los Virreyes,19
MENDIETA,VILLALPANDO,MARIA RENATA,1968-01-06,MUJER,debito,6093,5349615488,Chihuahua,Coatepec Harinas,Puerto las Hadas,El Llanito,83
ALMAZAN,ZAPATA,LUIS GAEL,1983-09-08,HOMBRE,debito,3610,1849280738,Tamaulipas,Cocotitlán,Valle del Campestre,Residencial el Encino,95
RIVERO,OJEDA,NICOL,1971-09-29,MUJER,credito,22313,1273375770,Jalisco,Coyotepec,Trojes de Oriente,Triana,SN
JAUREGUI,POOT,LUIS TADEO,1997-08-02,HOMBRE,prestamo personal,5469,2537908404,Colima,Cuautitlán,Valle de las Trojes,Residencial Cosío,100
VALDOVINOS,AVILA,RENATA VALENTINA,1967-05-03,MUJER,credito,18602,8041388988,Zacatecas,Chalco,Villas de San Nicolás,Triana,48
MEDEL,DE SANTIAGO,ANGEL EMMANUEL,1976-07-04,HOMBRE,credito refaccionario,79726,9986708894,Chihuahua,Chapa de Mota,San Telmo,San Fernando INFONAVIT,SN
OVALLE,CARDONA,ROSALINDA,1958-12-08,MUJER,credito hipotecario,308635,8533894832,Tlaxcala,Chapultepec,La Paloma,Jardines de Triana,96
AMBROSIO,VENTURA,IKER TADEO,1988-05-31,HOMBRE,credito departamental,9791,9666505076,Jalisco,Chiautla,Barrio de Santiago,Gámez,69
VILLAGOMEZ,PERAZA,DAMARIS,1982-03-02,MUJER,credito departamental,5865,1394483488,Baja California Sur,Chicoloapan,Villa de las Trojes,Jesús Gómez Portugal,59
ZAVALETA,AVIÑA,JULIO,1973-10-24,HOMBRE,credito avio,175629,1313065555,Ciudad de Mexico,Chiconcuac,Valle de Santa Teresa,Héroes de Aguascalientes,SN
PUGA,VIEYRA,LUISA,1968-05-28,MUJER,credito avio,262357,7841730132,Tlaxcala,Chimalhuacán,La Troje,Jardines de La Cruz,SN
HIPOLITO,RESENDIZ,IAN EDUARDO,1966-09-26,HOMBRE,debito,10936,2321231610,Quintana Roo,Donato Guerra,Trojes de Alonso,La Huerta,SN
JULIAN,TERAN,AMAIA,1989-10-05,MUJER,credito hipotecario,541988,9643071643,San Luis Potosí,Ecatepec de Morelos,San Telmo Residencial,San Luis,83
ALBARRAN,ROLDAN,LIAM TADEO,1981-08-02,HOMBRE,credito nomina,3934,4072853529,Guanajuato,Ecatzingo,Santa Fe,Villas de Kristal,43
MARCELINO,JULIAN,KARLA GUADALUPE,1989-08-04,MUJER,credito departamental,2445,0568216573,Yucatán,Huehuetoca,Aguascalientes 2000,Agua Clara,47
